ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
8.0_64.0	1.1	0.6	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.1	0.7	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.1	0.8	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.1	0.9	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.1	1.0	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.2	0.5	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.2	0.6	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.2	0.7	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.2	0.8	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.2	0.9	0.25      	32	183	2429	12	9	3	0.727	0.93	0.927	0.657	0.149	0.727	0.247	0.851	0.657
8.0_64.0	1.2	0.9	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.2	1.0	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.3	0.8	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.3	0.9	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
8.0_64.0	1.3	1.0	1.0       	36	15	78	8	6	2	0.818	0.839	0.832	0.657	0.706	0.818	0.758	0.294	0.657
4.0_64.0	0.6	0.2	0.7_0.75  	47	16	268	19	9	10	0.712	0.944	0.9	0.656	0.746	0.712	0.729	0.254	0.656
4.0_64.0	0.7	0.5	0.7_0.75  	47	16	268	19	9	10	0.712	0.944	0.9	0.656	0.746	0.712	0.729	0.254	0.656
4.0_64.0	0.8	0.8	0.7_0.75  	47	16	268	19	9	10	0.712	0.944	0.9	0.656	0.746	0.712	0.729	0.254	0.656
8.0_64.0	0.5	0.2	0.5       	36	16	431	16	6	10	0.692	0.964	0.936	0.656	0.692	0.692	0.692	0.308	0.656
8.0_64.0	0.7	0.8	0.5       	36	16	431	16	6	10	0.692	0.964	0.936	0.656	0.692	0.692	0.692	0.308	0.656
8.0_64.0	1.6	1.0	0.375     	29	37	210	7	7	0	0.806	0.85	0.845	0.656	0.439	0.806	0.568	0.561	0.656
4.0_64.0	0.7	0.0	1.0       	52	22	144	14	9	5	0.788	0.867	0.845	0.655	0.703	0.788	0.743	0.297	0.655
4.0_64.0	0.7	0.1	1.0       	52	22	144	14	9	5	0.788	0.867	0.845	0.655	0.703	0.788	0.743	0.297	0.655
4.0_64.0	0.8	0.0	0.375     	37	13	425	17	11	6	0.685	0.97	0.939	0.655	0.74	0.685	0.711	0.26	0.655
4.0_64.0	0.9	0.3	0.375     	37	13	425	17	11	6	0.685	0.97	0.939	0.655	0.74	0.685	0.711	0.26	0.655
4.0_64.0	1.0	0.2	0.375     	38	22	416	16	11	5	0.704	0.95	0.923	0.654	0.633	0.704	0.667	0.367	0.654
4.0_64.0	1.1	0.4	0.375     	38	22	416	16	11	5	0.704	0.95	0.923	0.654	0.633	0.704	0.667	0.367	0.654
4.0_64.0	1.1	0.5	0.375     	38	22	416	16	11	5	0.704	0.95	0.923	0.654	0.633	0.704	0.667	0.367	0.654
4.0_64.0	1.2	0.7	0.375     	38	22	416	16	11	5	0.704	0.95	0.923	0.654	0.633	0.704	0.667	0.367	0.654
4.0_64.0	1.2	0.8	0.375     	38	22	416	16	11	5	0.704	0.95	0.923	0.654	0.633	0.704	0.667	0.367	0.654
8.0_64.0	1.1	0.5	0.25      	32	190	2422	12	9	3	0.727	0.927	0.924	0.654	0.144	0.727	0.24	0.856	0.654
8.0_64.0	0.4	0.0	0.7_0.75  	31	8	146	13	6	7	0.705	0.948	0.894	0.653	0.795	0.705	0.747	0.205	0.653
8.0_64.0	1.0	0.1	0.25      	32	192	2420	12	9	3	0.727	0.926	0.923	0.653	0.143	0.727	0.239	0.857	0.653
8.0_64.0	1.1	0.9	0.25      	31	135	2477	13	9	4	0.705	0.948	0.944	0.653	0.187	0.705	0.296	0.813	0.653
8.0_64.0	0.9	0.1	0.25      	31	138	2474	13	9	4	0.705	0.947	0.943	0.652	0.183	0.705	0.291	0.817	0.652
8.0_64.0	1.2	0.0	0.375     	28	31	216	8	7	1	0.778	0.874	0.862	0.652	0.475	0.778	0.59	0.525	0.652
8.0_64.0	1.2	0.8	0.25      	32	195	2417	12	9	3	0.727	0.925	0.922	0.652	0.141	0.727	0.236	0.859	0.652
4.0_64.0	0.8	1.0	0.7_0.75  	46	13	271	20	9	11	0.697	0.954	0.906	0.651	0.78	0.697	0.736	0.22	0.651
4.0_64.0	1.2	0.4	0.375     	39	31	407	15	11	4	0.722	0.929	0.907	0.651	0.557	0.722	0.629	0.443	0.651
4.0_64.0	1.3	0.7	0.375     	40	40	398	14	11	3	0.741	0.909	0.89	0.65	0.5	0.741	0.597	0.5	0.65
4.0_64.0	0.6	0.5	0.5       	53	25	797	25	11	14	0.679	0.97	0.944	0.649	0.679	0.679	0.679	0.321	0.649
4.0_64.0	1.0	0.1	0.375     	38	24	414	16	11	5	0.704	0.945	0.919	0.649	0.613	0.704	0.655	0.387	0.649
4.0_64.0	1.1	0.3	0.375     	38	24	414	16	11	5	0.704	0.945	0.919	0.649	0.613	0.704	0.655	0.387	0.649
4.0_64.0	1.2	0.1	0.5       	64	141	681	14	11	3	0.821	0.828	0.828	0.649	0.312	0.821	0.452	0.688	0.649
4.0_64.0	1.2	0.6	0.375     	38	24	414	16	11	5	0.704	0.945	0.919	0.649	0.613	0.704	0.655	0.387	0.649
4.0_64.0	1.5	0.7	0.7_0.75  	57	61	223	9	9	0	0.864	0.785	0.8	0.649	0.483	0.864	0.62	0.517	0.649
4.0_64.0	0.7	0.6	0.7_0.75  	46	14	270	20	9	11	0.697	0.951	0.903	0.648	0.767	0.697	0.73	0.233	0.648
4.0_64.0	0.5	0.1	0.5       	53	26	796	25	11	14	0.679	0.968	0.943	0.647	0.671	0.679	0.675	0.329	0.647
4.0_64.0	0.6	0.4	0.5       	53	26	796	25	11	14	0.679	0.968	0.943	0.647	0.671	0.679	0.675	0.329	0.647
4.0_64.0	1.0	0.0	0.375     	38	25	413	16	11	5	0.704	0.943	0.917	0.647	0.603	0.704	0.65	0.397	0.647
4.0_64.0	1.1	0.2	0.375     	38	25	413	16	11	5	0.704	0.943	0.917	0.647	0.603	0.704	0.65	0.397	0.647
4.0_64.0	1.2	0.5	0.375     	38	25	413	16	11	5	0.704	0.943	0.917	0.647	0.603	0.704	0.65	0.397	0.647
4.0_64.0	1.4	0.5	0.7_0.75  	56	57	227	10	9	1	0.848	0.799	0.809	0.647	0.496	0.848	0.626	0.504	0.647
8.0_64.0	0.5	0.2	0.7_0.75  	31	9	145	13	6	7	0.705	0.942	0.889	0.647	0.775	0.705	0.738	0.225	0.647
8.0_64.0	0.6	0.5	0.7_0.75  	31	9	145	13	6	7	0.705	0.942	0.889	0.647	0.775	0.705	0.738	0.225	0.647
8.0_64.0	0.7	0.7	0.7_0.75  	31	9	145	13	6	7	0.705	0.942	0.889	0.647	0.775	0.705	0.738	0.225	0.647
4.0_64.0	0.7	0.3	1.0       	51	21	145	15	9	6	0.773	0.873	0.845	0.646	0.708	0.773	0.739	0.292	0.646
4.0_64.0	1.2	0.3	1.0       	55	31	135	11	9	2	0.833	0.813	0.819	0.646	0.64	0.833	0.724	0.36	0.646
4.0_64.0	1.3	0.3	0.5       	65	154	668	13	11	2	0.833	0.813	0.814	0.646	0.297	0.833	0.438	0.703	0.646
4.0_64.0	1.4	1.0	1.0       	55	31	135	11	9	2	0.833	0.813	0.819	0.646	0.64	0.833	0.724	0.36	0.646
4.0_64.0	1.5	0.8	0.5       	66	164	658	12	11	1	0.846	0.8	0.804	0.646	0.287	0.846	0.429	0.713	0.646
8.0_64.0	1.1	0.4	0.25      	32	211	2401	12	9	3	0.727	0.919	0.916	0.646	0.132	0.727	0.223	0.868	0.646
4.0_64.0	1.3	1.0	0.375     	38	26	412	16	11	5	0.704	0.941	0.915	0.645	0.594	0.704	0.644	0.406	0.645
8.0_64.0	0.7	0.3	1.0       	35	14	79	9	6	3	0.795	0.849	0.832	0.644	0.714	0.795	0.752	0.286	0.644
8.0_64.0	0.8	0.6	1.0       	35	14	79	9	6	3	0.795	0.849	0.832	0.644	0.714	0.795	0.752	0.286	0.644
8.0_64.0	0.9	0.9	1.0       	35	14	79	9	6	3	0.795	0.849	0.832	0.644	0.714	0.795	0.752	0.286	0.644
8.0_64.0	1.5	0.8	0.375     	28	33	214	8	7	1	0.778	0.866	0.855	0.644	0.459	0.778	0.577	0.541	0.644
8.0_64.0	1.6	1.0	0.7_0.75  	38	34	120	6	6	0	0.864	0.779	0.798	0.643	0.528	0.864	0.655	0.472	0.643
4.0_64.0	1.3	0.8	0.375     	39	35	403	15	11	4	0.722	0.92	0.898	0.642	0.527	0.722	0.609	0.473	0.642
4.0_64.0	0.8	0.7	0.375     	35	3	435	19	11	8	0.648	0.993	0.955	0.641	0.921	0.648	0.761	0.079	0.641
4.0_64.0	0.9	1.0	0.375     	35	3	435	19	11	8	0.648	0.993	0.955	0.641	0.921	0.648	0.761	0.079	0.641
8.0_64.0	0.4	0.0	1.0       	32	8	85	12	6	6	0.727	0.914	0.854	0.641	0.8	0.727	0.762	0.2	0.641
8.0_64.0	0.5	0.2	1.0       	32	8	85	12	6	6	0.727	0.914	0.854	0.641	0.8	0.727	0.762	0.2	0.641
8.0_64.0	0.5	0.3	1.0       	32	8	85	12	6	6	0.727	0.914	0.854	0.641	0.8	0.727	0.762	0.2	0.641
8.0_64.0	0.6	0.5	1.0       	32	8	85	12	6	6	0.727	0.914	0.854	0.641	0.8	0.727	0.762	0.2	0.641
8.0_64.0	0.6	0.6	1.0       	32	8	85	12	6	6	0.727	0.914	0.854	0.641	0.8	0.727	0.762	0.2	0.641
8.0_64.0	0.7	0.8	1.0       	32	8	85	12	6	6	0.727	0.914	0.854	0.641	0.8	0.727	0.762	0.2	0.641
8.0_64.0	1.2	0.7	0.25      	32	224	2388	12	9	3	0.727	0.914	0.911	0.641	0.125	0.727	0.213	0.875	0.641
4.0_64.0	0.7	0.2	1.0       	51	22	144	15	9	6	0.773	0.867	0.841	0.64	0.699	0.773	0.734	0.301	0.64
4.0_64.0	0.8	0.5	1.0       	51	22	144	15	9	6	0.773	0.867	0.841	0.64	0.699	0.773	0.734	0.301	0.64
4.0_64.0	1.1	0.1	0.375     	38	28	410	16	11	5	0.704	0.936	0.911	0.64	0.576	0.704	0.634	0.424	0.64
4.0_64.0	1.3	0.2	0.7_0.75  	56	59	225	10	9	1	0.848	0.792	0.803	0.64	0.487	0.848	0.619	0.513	0.64
4.0_64.0	1.4	0.9	1.0       	55	32	134	11	9	2	0.833	0.807	0.815	0.64	0.632	0.833	0.719	0.368	0.64
8.0_64.0	1.4	0.5	0.375     	28	34	213	8	7	1	0.778	0.862	0.852	0.64	0.452	0.778	0.572	0.548	0.64
4.0_64.0	0.8	0.6	0.375     	35	4	434	19	11	8	0.648	0.991	0.953	0.639	0.897	0.648	0.752	0.103	0.639
4.0_64.0	0.9	0.9	0.375     	35	4	434	19	11	8	0.648	0.991	0.953	0.639	0.897	0.648	0.752	0.103	0.639
4.0_64.0	1.4	0.5	0.5       	66	171	651	12	11	1	0.846	0.792	0.797	0.638	0.278	0.846	0.418	0.722	0.638
8.0_64.0	1.0	0.7	0.25      	30	114	2498	14	9	5	0.682	0.956	0.952	0.638	0.208	0.682	0.319	0.792	0.638
4.0_64.0	0.5	0.2	0.5       	52	25	797	26	11	15	0.667	0.97	0.943	0.637	0.675	0.667	0.671	0.325	0.637
4.0_64.0	0.7	0.8	0.5       	52	25	797	26	11	15	0.667	0.97	0.943	0.637	0.675	0.667	0.671	0.325	0.637
8.0_64.0	0.4	0.0	0.5       	35	16	431	17	6	11	0.673	0.964	0.934	0.637	0.686	0.673	0.679	0.314	0.637
8.0_64.0	0.4	0.1	0.5       	35	16	431	17	6	11	0.673	0.964	0.934	0.637	0.686	0.673	0.679	0.314	0.637
8.0_64.0	0.5	0.3	0.5       	35	16	431	17	6	11	0.673	0.964	0.934	0.637	0.686	0.673	0.679	0.314	0.637
8.0_64.0	0.6	0.6	0.5       	35	16	431	17	6	11	0.673	0.964	0.934	0.637	0.686	0.673	0.679	0.314	0.637
8.0_64.0	0.7	0.9	0.5       	35	16	431	17	6	11	0.673	0.964	0.934	0.637	0.686	0.673	0.679	0.314	0.637
8.0_64.0	1.3	0.2	0.7_0.75  	38	35	119	6	6	0	0.864	0.773	0.793	0.637	0.521	0.864	0.65	0.479	0.637
8.0_64.0	1.4	0.5	0.7_0.75  	38	35	119	6	6	0	0.864	0.773	0.793	0.637	0.521	0.864	0.65	0.479	0.637
4.0_64.0	0.5	0.1	0.7_0.75  	45	13	271	21	9	12	0.682	0.954	0.903	0.636	0.776	0.682	0.726	0.224	0.636
4.0_64.0	0.6	0.4	0.7_0.75  	45	13	271	21	9	12	0.682	0.954	0.903	0.636	0.776	0.682	0.726	0.224	0.636
4.0_64.0	1.6	0.9	0.7_0.75  	57	65	219	9	9	0	0.864	0.771	0.789	0.635	0.467	0.864	0.606	0.533	0.635
8.0_64.0	1.1	0.1	1.0       	36	17	76	8	6	2	0.818	0.817	0.818	0.635	0.679	0.818	0.742	0.321	0.635
8.0_64.0	1.2	0.4	1.0       	36	17	76	8	6	2	0.818	0.817	0.818	0.635	0.679	0.818	0.742	0.321	0.635
8.0_64.0	1.3	0.7	1.0       	36	17	76	8	6	2	0.818	0.817	0.818	0.635	0.679	0.818	0.742	0.321	0.635
8.0_64.0	1.4	1.0	1.0       	36	17	76	8	6	2	0.818	0.817	0.818	0.635	0.679	0.818	0.742	0.321	0.635
4.0_64.0	1.3	0.5	1.0       	55	33	133	11	9	2	0.833	0.801	0.81	0.634	0.625	0.833	0.714	0.375	0.634
4.0_64.0	1.3	0.6	1.0       	55	33	133	11	9	2	0.833	0.801	0.81	0.634	0.625	0.833	0.714	0.375	0.634
4.0_64.0	1.4	0.8	1.0       	55	33	133	11	9	2	0.833	0.801	0.81	0.634	0.625	0.833	0.714	0.375	0.634
8.0_64.0	0.7	0.0	1.0       	35	15	78	9	6	3	0.795	0.839	0.825	0.634	0.7	0.795	0.744	0.3	0.634
8.0_64.0	0.7	0.1	1.0       	35	15	78	9	6	3	0.795	0.839	0.825	0.634	0.7	0.795	0.744	0.3	0.634
8.0_64.0	0.7	0.2	1.0       	35	15	78	9	6	3	0.795	0.839	0.825	0.634	0.7	0.795	0.744	0.3	0.634
8.0_64.0	0.8	0.5	1.0       	35	15	78	9	6	3	0.795	0.839	0.825	0.634	0.7	0.795	0.744	0.3	0.634
8.0_64.0	1.1	0.3	0.25      	32	244	2368	12	9	3	0.727	0.907	0.904	0.634	0.116	0.727	0.2	0.884	0.634
8.0_64.0	1.6	0.9	0.5       	46	112	335	6	6	0	0.885	0.749	0.764	0.634	0.291	0.885	0.438	0.709	0.634
4.0_64.0	0.5	0.0	0.7_0.75  	45	14	270	21	9	12	0.682	0.951	0.9	0.633	0.763	0.682	0.72	0.237	0.633
4.0_64.0	0.6	0.3	0.7_0.75  	45	14	270	21	9	12	0.682	0.951	0.9	0.633	0.763	0.682	0.72	0.237	0.633
8.0_64.0	0.8	0.8	1.0       	33	11	82	11	6	5	0.75	0.882	0.839	0.632	0.75	0.75	0.75	0.25	0.632
8.0_64.0	1.3	0.0	0.5       	46	113	334	6	6	0	0.885	0.747	0.762	0.632	0.289	0.885	0.436	0.711	0.632
4.0_64.0	0.8	0.6	1.0       	50	21	145	16	9	7	0.758	0.873	0.841	0.631	0.704	0.758	0.73	0.296	0.631
4.0_64.0	0.9	0.9	1.0       	50	21	145	16	9	7	0.758	0.873	0.841	0.631	0.704	0.758	0.73	0.296	0.631
8.0_64.0	1.2	0.6	0.25      	32	252	2360	12	9	3	0.727	0.904	0.901	0.631	0.113	0.727	0.196	0.887	0.631
8.0_64.0	0.5	0.1	1.0       	32	9	84	12	6	6	0.727	0.903	0.847	0.63	0.78	0.727	0.753	0.22	0.63
8.0_64.0	0.5	0.3	0.7_0.75  	30	8	146	14	6	8	0.682	0.948	0.889	0.63	0.789	0.682	0.732	0.211	0.63
8.0_64.0	0.6	0.4	1.0       	32	9	84	12	6	6	0.727	0.903	0.847	0.63	0.78	0.727	0.753	0.22	0.63
8.0_64.0	0.7	0.7	1.0       	32	9	84	12	6	6	0.727	0.903	0.847	0.63	0.78	0.727	0.753	0.22	0.63
8.0_64.0	0.8	1.0	1.0       	32	9	84	12	6	6	0.727	0.903	0.847	0.63	0.78	0.727	0.753	0.22	0.63
8.0_64.0	1.4	0.4	0.7_0.75  	38	36	118	6	6	0	0.864	0.766	0.788	0.63	0.514	0.864	0.645	0.486	0.63
8.0_64.0	1.0	0.0	0.25      	32	255	2357	12	9	3	0.727	0.902	0.899	0.629	0.111	0.727	0.193	0.889	0.629
8.0_64.0	1.3	1.0	0.25      	32	255	2357	12	9	3	0.727	0.902	0.899	0.629	0.111	0.727	0.193	0.889	0.629
4.0_64.0	1.2	0.3	0.375     	39	41	397	15	11	4	0.722	0.906	0.886	0.628	0.487	0.722	0.582	0.513	0.628
8.0_64.0	1.3	0.2	0.375     	28	37	210	8	7	1	0.778	0.85	0.841	0.628	0.431	0.778	0.555	0.569	0.628
4.0_64.0	1.4	0.4	0.7_0.75  	56	63	221	10	9	1	0.848	0.778	0.791	0.626	0.471	0.848	0.606	0.529	0.626
4.0_64.0	0.4	0.0	0.7_0.75  	44	12	272	22	9	13	0.667	0.958	0.903	0.625	0.786	0.667	0.722	0.214	0.625
4.0_64.0	1.2	0.0	0.5       	64	161	661	14	11	3	0.821	0.804	0.806	0.625	0.284	0.821	0.422	0.716	0.625
4.0_64.0	1.4	1.0	0.375     	40	51	387	14	11	3	0.741	0.884	0.868	0.625	0.44	0.741	0.552	0.56	0.625
8.0_64.0	1.4	0.3	0.5       	46	116	331	6	6	0	0.885	0.74	0.756	0.625	0.284	0.885	0.43	0.716	0.625
4.0_64.0	0.4	0.0	0.5       	51	25	797	27	11	16	0.654	0.97	0.942	0.624	0.671	0.654	0.662	0.329	0.624
4.0_64.0	0.5	0.3	0.5       	51	25	797	27	11	16	0.654	0.97	0.942	0.624	0.671	0.654	0.662	0.329	0.624
4.0_64.0	1.1	0.0	0.375     	38	35	403	16	11	5	0.704	0.92	0.896	0.624	0.521	0.704	0.599	0.479	0.624
8.0_64.0	0.7	0.8	0.7_0.75  	30	9	145	14	6	8	0.682	0.942	0.884	0.624	0.769	0.682	0.723	0.231	0.624
8.0_64.0	1.2	0.3	1.0       	36	18	75	8	6	2	0.818	0.806	0.81	0.624	0.667	0.818	0.735	0.333	0.624
8.0_64.0	1.3	0.5	1.0       	36	18	75	8	6	2	0.818	0.806	0.81	0.624	0.667	0.818	0.735	0.333	0.624
8.0_64.0	1.3	0.6	1.0       	36	18	75	8	6	2	0.818	0.806	0.81	0.624	0.667	0.818	0.735	0.333	0.624
8.0_64.0	1.4	0.8	1.0       	36	18	75	8	6	2	0.818	0.806	0.81	0.624	0.667	0.818	0.735	0.333	0.624
8.0_64.0	1.4	0.9	1.0       	36	18	75	8	6	2	0.818	0.806	0.81	0.624	0.667	0.818	0.735	0.333	0.624
8.0_64.0	1.5	0.7	0.375     	28	38	209	8	7	1	0.778	0.846	0.837	0.624	0.424	0.778	0.549	0.576	0.624
8.0_64.0	1.5	0.7	0.7_0.75  	38	37	117	6	6	0	0.864	0.76	0.783	0.624	0.507	0.864	0.639	0.493	0.624
8.0_64.0	1.6	0.9	0.375     	29	45	202	7	7	0	0.806	0.818	0.816	0.624	0.392	0.806	0.527	0.608	0.624
8.0_64.0	1.6	0.9	0.7_0.75  	38	37	117	6	6	0	0.864	0.76	0.783	0.624	0.507	0.864	0.639	0.493	0.624
4.0_64.0	0.6	0.1	0.375     	34	3	435	20	11	9	0.63	0.993	0.953	0.623	0.919	0.63	0.748	0.081	0.623
4.0_64.0	0.7	0.4	0.375     	34	3	435	20	11	9	0.63	0.993	0.953	0.623	0.919	0.63	0.748	0.081	0.623
4.0_64.0	0.7	0.5	0.375     	34	3	435	20	11	9	0.63	0.993	0.953	0.623	0.919	0.63	0.748	0.081	0.623
4.0_64.0	0.8	0.8	0.375     	34	3	435	20	11	9	0.63	0.993	0.953	0.623	0.919	0.63	0.748	0.081	0.623
4.0_64.0	1.5	0.8	1.0       	57	40	126	9	9	0	0.864	0.759	0.789	0.623	0.588	0.864	0.7	0.412	0.623
4.0_64.0	0.6	0.0	1.0       	49	20	146	17	9	8	0.742	0.88	0.841	0.622	0.71	0.742	0.726	0.29	0.622
8.0_64.0	0.8	0.7	1.0       	34	14	79	10	6	4	0.773	0.849	0.825	0.622	0.708	0.773	0.739	0.292	0.622
8.0_64.0	0.9	1.0	1.0       	34	14	79	10	6	4	0.773	0.849	0.825	0.622	0.708	0.773	0.739	0.292	0.622
4.0_64.0	0.5	0.2	0.7_0.75  	44	13	271	22	9	13	0.667	0.954	0.9	0.621	0.772	0.667	0.716	0.228	0.621
4.0_64.0	0.6	0.5	0.7_0.75  	44	13	271	22	9	13	0.667	0.954	0.9	0.621	0.772	0.667	0.716	0.228	0.621
4.0_64.0	0.7	0.7	0.7_0.75  	44	13	271	22	9	13	0.667	0.954	0.9	0.621	0.772	0.667	0.716	0.228	0.621
8.0_64.0	1.5	0.6	0.5       	46	118	329	6	6	0	0.885	0.736	0.752	0.621	0.28	0.885	0.425	0.72	0.621
4.0_64.0	0.8	0.8	1.0       	48	18	148	18	9	9	0.727	0.892	0.845	0.619	0.727	0.727	0.727	0.273	0.619
8.0_64.0	0.4	0.1	1.0       	31	8	85	13	6	7	0.705	0.914	0.847	0.619	0.795	0.705	0.747	0.205	0.619
8.0_64.0	0.5	0.4	1.0       	31	8	85	13	6	7	0.705	0.914	0.847	0.619	0.795	0.705	0.747	0.205	0.619
8.0_64.0	0.7	0.9	1.0       	31	8	85	13	6	7	0.705	0.914	0.847	0.619	0.795	0.705	0.747	0.205	0.619
8.0_64.0	1.3	0.9	0.25      	32	283	2329	12	9	3	0.727	0.892	0.889	0.619	0.102	0.727	0.179	0.898	0.619
4.0_64.0	1.3	0.6	0.375     	40	54	384	14	11	3	0.741	0.877	0.862	0.618	0.426	0.741	0.541	0.574	0.618
8.0_64.0	0.5	0.4	0.5       	34	16	431	18	6	12	0.654	0.964	0.932	0.618	0.68	0.654	0.667	0.32	0.618
8.0_64.0	0.7	1.0	0.5       	34	16	431	18	6	12	0.654	0.964	0.932	0.618	0.68	0.654	0.667	0.32	0.618
8.0_64.0	0.8	0.0	0.25      	29	108	2504	15	9	6	0.659	0.959	0.954	0.618	0.212	0.659	0.321	0.788	0.618
8.0_64.0	1.1	0.2	0.25      	32	286	2326	12	9	3	0.727	0.891	0.888	0.618	0.101	0.727	0.177	0.899	0.618
8.0_64.0	1.3	0.1	0.7_0.75  	38	38	116	6	6	0	0.864	0.753	0.778	0.617	0.5	0.864	0.633	0.5	0.617
4.0_64.0	0.5	0.1	1.0       	47	16	150	19	9	10	0.712	0.904	0.849	0.616	0.746	0.712	0.729	0.254	0.616
4.0_64.0	0.6	0.4	1.0       	47	16	150	19	9	10	0.712	0.904	0.849	0.616	0.746	0.712	0.729	0.254	0.616
4.0_64.0	0.7	0.7	1.0       	47	16	150	19	9	10	0.712	0.904	0.849	0.616	0.746	0.712	0.729	0.254	0.616
4.0_64.0	1.1	0.0	1.0       	55	36	130	11	9	2	0.833	0.783	0.797	0.616	0.604	0.833	0.7	0.396	0.616
4.0_64.0	1.6	1.0	0.5       	66	189	633	12	11	1	0.846	0.77	0.777	0.616	0.259	0.846	0.397	0.741	0.616
8.0_64.0	1.1	0.0	0.25      	33	351	2261	11	9	2	0.75	0.866	0.864	0.616	0.086	0.75	0.154	0.914	0.616
8.0_64.0	1.2	0.5	0.25      	32	291	2321	12	9	3	0.727	0.889	0.886	0.616	0.099	0.727	0.174	0.901	0.616
8.0_64.0	1.5	0.6	0.375     	29	47	200	7	7	0	0.806	0.81	0.809	0.616	0.382	0.806	0.518	0.618	0.616
4.0_64.0	0.8	0.7	1.0       	49	21	145	17	9	8	0.742	0.873	0.836	0.615	0.7	0.742	0.72	0.3	0.615
4.0_64.0	0.9	1.0	1.0       	49	21	145	17	9	8	0.742	0.873	0.836	0.615	0.7	0.742	0.72	0.3	0.615
8.0_64.0	0.9	0.3	0.25      	29	116	2496	15	9	6	0.659	0.956	0.951	0.615	0.2	0.659	0.307	0.8	0.615
4.0_64.0	0.5	0.2	1.0       	46	14	152	20	9	11	0.697	0.916	0.853	0.613	0.767	0.697	0.73	0.233	0.613
4.0_64.0	0.6	0.5	1.0       	46	14	152	20	9	11	0.697	0.916	0.853	0.613	0.767	0.697	0.73	0.233	0.613
4.0_64.0	1.3	0.2	0.5       	65	182	640	13	11	2	0.833	0.779	0.783	0.612	0.263	0.833	0.4	0.737	0.612
4.0_64.0	0.6	0.6	0.5       	50	25	797	28	11	17	0.641	0.97	0.941	0.611	0.667	0.641	0.654	0.333	0.611
4.0_64.0	0.7	0.9	0.5       	50	25	797	28	11	17	0.641	0.97	0.941	0.611	0.667	0.641	0.654	0.333	0.611
4.0_64.0	0.5	0.3	0.7_0.75  	43	12	272	23	9	14	0.652	0.958	0.9	0.61	0.782	0.652	0.711	0.218	0.61
4.0_64.0	1.4	0.7	1.0       	55	37	129	11	9	2	0.833	0.777	0.793	0.61	0.598	0.833	0.696	0.402	0.61
4.0_64.0	1.5	0.6	0.7_0.75  	57	72	212	9	9	0	0.864	0.746	0.769	0.61	0.442	0.864	0.585	0.558	0.61
4.0_64.0	1.5	1.0	1.0       	55	37	129	11	9	2	0.833	0.777	0.793	0.61	0.598	0.833	0.696	0.402	0.61
8.0_64.0	0.6	0.0	1.0       	33	13	80	11	6	5	0.75	0.86	0.825	0.61	0.717	0.75	0.733	0.283	0.61
8.0_64.0	0.6	0.1	1.0       	33	13	80	11	6	5	0.75	0.86	0.825	0.61	0.717	0.75	0.733	0.283	0.61
8.0_64.0	0.9	0.2	0.25      	29	128	2484	15	9	6	0.659	0.951	0.946	0.61	0.185	0.659	0.289	0.815	0.61
8.0_64.0	1.6	0.8	0.5       	46	123	324	6	6	0	0.885	0.725	0.741	0.61	0.272	0.885	0.416	0.728	0.61
4.0_64.0	1.3	0.1	0.7_0.75  	56	68	216	10	9	1	0.848	0.761	0.777	0.609	0.452	0.848	0.59	0.548	0.609
4.0_64.0	1.4	0.9	0.375     	40	58	380	14	11	3	0.741	0.868	0.854	0.609	0.408	0.741	0.526	0.592	0.609
8.0_64.0	0.5	0.0	1.0       	32	11	82	12	6	6	0.727	0.882	0.832	0.609	0.744	0.727	0.735	0.256	0.609
8.0_64.0	0.6	0.2	1.0       	32	11	82	12	6	6	0.727	0.882	0.832	0.609	0.744	0.727	0.735	0.256	0.609
